Compound,Date,Media,Negative,Neutral,Positive,Tweet Count,Tweet Text
0.128,Wed Feb 14 20:03:04 +0000 2018,@BBC,0.118,0.742,0.14,1,"💡 What does it take for kids from disadvantaged backgrounds to succeed? 

Take a unique look at social mobility thr… https://t.co/MrfHIqBwof"
0.4767,Wed Feb 14 19:07:49 +0000 2018,@BBC,0.0,0.866,0.134,2,"RT @BBCWales: Heartwarming. ❤️

Cyril Jenkins, 93, talks about the primary school pupils in #Torfaen who regularly visit him in hospital.…"
-0.2886,Wed Feb 14 19:07:35 +0000 2018,@BBC,0.171,0.709,0.12,3,"RT @bbcrb: Isn't this a great idea? 💡💡
Nina uses yoga to help wheelchair users stay supple 🙌👍♿ https://t.co/PdiUa8rgE3"
0.0,Wed Feb 14 19:06:34 +0000 2018,@BBC,0.0,1.0,0.0,4,"RT @bbccomedy: 5 Reasons why Valentine's should be for BFFs! 👯👯‍♂️ 

@bbcwritersroom @r_jacz @KathrynBond https://t.co/ZRoOpJGxiN"
0.3612,Wed Feb 14 19:00:07 +0000 2018,@BBC,0.0,0.815,0.185,5,Chinese characters are based on symbols denoting meanings – a bit like emojis. 😀https://t.co/t0LoqNG7iJ
0.0,Wed Feb 14 17:57:02 +0000 2018,@BBC,0.0,1.0,0.0,6,"What does it takes to survive in the most extreme places on earth?
 
#EarthsNaturalWonders | 9pm | @BBCOne https://t.co/Zjoo568V56"
0.0,Wed Feb 14 17:28:27 +0000 2018,@BBC,0.0,1.0,0.0,7,RT @bbcthesocial: | @LaurenAviah &amp; @RickyCrompton are going on a date LIVE tonight at 8pm. You can watch it on our Facebook page: https://t…
0.0,Wed Feb 14 17:01:02 +0000 2018,@BBC,0.0,1.0,0.0,8,"❤️️🦌 A handy guide to dating, if you're a deer... 
#ValentinesDay https://t.co/qs7crtpLy6"
0.0,Wed Feb 14 16:57:13 +0000 2018,@BBC,0.0,1.0,0.0,9,"RT @BBCSport: What a way to spend Valentine's Day!

#Pyeongchang2018 #bbcolympics https://t.co/baMLnCviA4"
0.0,Wed Feb 14 16:53:35 +0000 2018,@BBC,0.0,1.0,0.0,10,RT @bbc5live: Xanax turned my daughter into an ‘aggressive zombie’ https://t.co/836VCGz50D
0.0,Wed Feb 14 16:53:10 +0000 2018,@BBC,0.0,1.0,0.0,11,RT @bbcthree: Working in a restaurant on V Day? These are the types of people you'll see. https://t.co/mRKe1PCcC0
0.0,Wed Feb 14 16:40:01 +0000 2018,@BBC,0.0,1.0,0.0,12,"RT @BBCSport: This was INCREDIBLE.

#Pyeongchang2018 #bbcolympics https://t.co/oQFPv08RrK"
-0.7419,Wed Feb 14 15:16:41 +0000 2018,@BBC,0.294,0.583,0.123,13,"RT @BBCRadio4: 📞Date night?! We want to hear your dating calamities. We'd like to hear about your worst, weirdest and most difficult dates…"
0.8999,Wed Feb 14 14:42:08 +0000 2018,@BBC,0.0,0.5,0.5,14,"RT @bbccomedy: Celebrate this #ValentinesDay with your one true love. Food! 😍

@bbcwritersroom @KathrynBond https://t.co/yx22bRwHnE"
0.0,Wed Feb 14 14:32:02 +0000 2018,@BBC,0.0,1.0,0.0,15,🧀🤤 Easy-peasy cheesy sauce! https://t.co/xG02lSgbdP
0.7717,Wed Feb 14 13:57:42 +0000 2018,@BBC,0.0,0.729,0.271,16,"RT @bbccomedy: Roses are great
But poems are stunning
Click pause on the screen 
For some Valentine's punning. 😃💋 https://t.co/SoGqSTGauI"
0.6369,Wed Feb 14 13:42:18 +0000 2018,@BBC,0.0,0.792,0.208,17,"RT @BBCiPlayer: Despite a rough start to life, Mukeni has found love in his own form.
#ValentinesDay https://t.co/YkDaXbIom4"
0.0,Wed Feb 14 13:33:04 +0000 2018,@BBC,0.0,1.0,0.0,18,"A closer look at animal relationships reveals infidelity, illegitimate offspring and even infanticide...

😯 and hum… https://t.co/IeGaywrYDK"
0.803,Wed Feb 14 13:03:03 +0000 2018,@BBC,0.0,0.772,0.228,19,"☝️📱💘 More couples than ever before are meeting online, but are data crunching apps really the best way to find a pa… https://t.co/GdQujaOmq4"
0.0,Wed Feb 14 12:48:47 +0000 2018,@BBC,0.0,1.0,0.0,20,RT @bbcpress: 🌍 @BBC announces three-step plan to remove single-use plastic from our operations by 2020: https://t.co/xvX1m3dUES https://t.…
0.128,Wed Feb 14 20:03:04 +0000 2018,@BBC,0.118,0.742,0.14,21,"💡 What does it take for kids from disadvantaged backgrounds to succeed? 

Take a unique look at social mobility thr… https://t.co/MrfHIqBwof"
0.4767,Wed Feb 14 19:07:49 +0000 2018,@BBC,0.0,0.866,0.134,22,"RT @BBCWales: Heartwarming. ❤️

Cyril Jenkins, 93, talks about the primary school pupils in #Torfaen who regularly visit him in hospital.…"
-0.2886,Wed Feb 14 19:07:35 +0000 2018,@BBC,0.171,0.709,0.12,23,"RT @bbcrb: Isn't this a great idea? 💡💡
Nina uses yoga to help wheelchair users stay supple 🙌👍♿ https://t.co/PdiUa8rgE3"
0.0,Wed Feb 14 19:06:34 +0000 2018,@BBC,0.0,1.0,0.0,24,"RT @bbccomedy: 5 Reasons why Valentine's should be for BFFs! 👯👯‍♂️ 

@bbcwritersroom @r_jacz @KathrynBond https://t.co/ZRoOpJGxiN"
0.3612,Wed Feb 14 19:00:07 +0000 2018,@BBC,0.0,0.815,0.185,25,Chinese characters are based on symbols denoting meanings – a bit like emojis. 😀https://t.co/t0LoqNG7iJ
0.0,Wed Feb 14 17:57:02 +0000 2018,@BBC,0.0,1.0,0.0,26,"What does it takes to survive in the most extreme places on earth?
 
#EarthsNaturalWonders | 9pm | @BBCOne https://t.co/Zjoo568V56"
0.0,Wed Feb 14 17:28:27 +0000 2018,@BBC,0.0,1.0,0.0,27,RT @bbcthesocial: | @LaurenAviah &amp; @RickyCrompton are going on a date LIVE tonight at 8pm. You can watch it on our Facebook page: https://t…
0.0,Wed Feb 14 17:01:02 +0000 2018,@BBC,0.0,1.0,0.0,28,"❤️️🦌 A handy guide to dating, if you're a deer... 
#ValentinesDay https://t.co/qs7crtpLy6"
0.0,Wed Feb 14 16:57:13 +0000 2018,@BBC,0.0,1.0,0.0,29,"RT @BBCSport: What a way to spend Valentine's Day!

#Pyeongchang2018 #bbcolympics https://t.co/baMLnCviA4"
0.0,Wed Feb 14 16:53:35 +0000 2018,@BBC,0.0,1.0,0.0,30,RT @bbc5live: Xanax turned my daughter into an ‘aggressive zombie’ https://t.co/836VCGz50D
0.0,Wed Feb 14 16:53:10 +0000 2018,@BBC,0.0,1.0,0.0,31,RT @bbcthree: Working in a restaurant on V Day? These are the types of people you'll see. https://t.co/mRKe1PCcC0
0.0,Wed Feb 14 16:40:01 +0000 2018,@BBC,0.0,1.0,0.0,32,"RT @BBCSport: This was INCREDIBLE.

#Pyeongchang2018 #bbcolympics https://t.co/oQFPv08RrK"
-0.7419,Wed Feb 14 15:16:41 +0000 2018,@BBC,0.294,0.583,0.123,33,"RT @BBCRadio4: 📞Date night?! We want to hear your dating calamities. We'd like to hear about your worst, weirdest and most difficult dates…"
0.8999,Wed Feb 14 14:42:08 +0000 2018,@BBC,0.0,0.5,0.5,34,"RT @bbccomedy: Celebrate this #ValentinesDay with your one true love. Food! 😍

@bbcwritersroom @KathrynBond https://t.co/yx22bRwHnE"
0.0,Wed Feb 14 14:32:02 +0000 2018,@BBC,0.0,1.0,0.0,35,🧀🤤 Easy-peasy cheesy sauce! https://t.co/xG02lSgbdP
0.7717,Wed Feb 14 13:57:42 +0000 2018,@BBC,0.0,0.729,0.271,36,"RT @bbccomedy: Roses are great
But poems are stunning
Click pause on the screen 
For some Valentine's punning. 😃💋 https://t.co/SoGqSTGauI"
0.6369,Wed Feb 14 13:42:18 +0000 2018,@BBC,0.0,0.792,0.208,37,"RT @BBCiPlayer: Despite a rough start to life, Mukeni has found love in his own form.
#ValentinesDay https://t.co/YkDaXbIom4"
0.0,Wed Feb 14 13:33:04 +0000 2018,@BBC,0.0,1.0,0.0,38,"A closer look at animal relationships reveals infidelity, illegitimate offspring and even infanticide...

😯 and hum… https://t.co/IeGaywrYDK"
0.803,Wed Feb 14 13:03:03 +0000 2018,@BBC,0.0,0.772,0.228,39,"☝️📱💘 More couples than ever before are meeting online, but are data crunching apps really the best way to find a pa… https://t.co/GdQujaOmq4"
0.0,Wed Feb 14 12:48:47 +0000 2018,@BBC,0.0,1.0,0.0,40,RT @bbcpress: 🌍 @BBC announces three-step plan to remove single-use plastic from our operations by 2020: https://t.co/xvX1m3dUES https://t.…
0.6369,Wed Feb 14 12:30:04 +0000 2018,@BBC,0.0,0.755,0.245,41,"😂🥀  The only people who like #ValentinesDay are people who make cards. 

A healthy dose of realism from… https://t.co/e2Tc3BBdy6"
-0.0772,Wed Feb 14 12:00:10 +0000 2018,@BBC,0.113,0.788,0.099,42,"Why do heat waves distort vision?

🌡 Your questions on hot, cold and everything in between, answered. 
👉… https://t.co/nZ02MsDsMN"
0.7717,Wed Feb 14 11:58:53 +0000 2018,@BBC,0.0,0.717,0.283,43,"RT @bbcthree: Happy Valentine's Day from your fav Cotswold residents.
#ThisCountry returns to BBC Three on Feb 26th. https://t.co/vRTInp3Vw7"
-0.5267,Wed Feb 14 11:00:07 +0000 2018,@BBC,0.139,0.861,0.0,44,"🏳️‍🌈 'I'm in danger of becoming a gay icon.'

❤️️ Barbara Hosking has decided to come out at the age of 91. https://t.co/y3q01p8Kp7"
0.0,Wed Feb 14 10:30:19 +0000 2018,@BBC,0.0,1.0,0.0,45,❤️️ Sea pup meets land pup. https://t.co/b75hdAIu3w
0.0,Wed Feb 14 10:00:05 +0000 2018,@BBC,0.0,1.0,0.0,46,💋When you're the only single one in your group on #ValentinesDay. https://t.co/nOGaqbLgTq
0.2732,Wed Feb 14 09:30:06 +0000 2018,@BBC,0.0,0.884,0.116,47,Did you watch #BluePlanet2? Online searches around plastic recycling increased by 55% following the programme’s fin… https://t.co/AAwdaEgsM6
0.8439,Wed Feb 14 09:04:03 +0000 2018,@BBC,0.0,0.638,0.362,48,"👋 Yours faithfully. Cheers. K thanks byeee! 

Here are 13 different ways to sign off - what do you use?
👉… https://t.co/5rUkRo1y7A"
0.0,Wed Feb 14 08:52:04 +0000 2018,@BBC,0.0,1.0,0.0,49,"RT @BBCNewsbeat: Keeping it real when you put your life on YouTube 💻📹💔😢
 #relationshipgoals 👉 https://t.co/WphfsUrmqw https://t.co/5pXeR65j…"
0.4939,Wed Feb 14 08:49:05 +0000 2018,@BBC,0.0,0.769,0.231,50,"RT @BBCBreakfast: Are you getting in to the curling spirit like this family? 😂
#WinterOlympics2018  @BritishCurling https://t.co/nOVdyXNAgo"
0.7579,Wed Feb 14 08:48:56 +0000 2018,@BBC,0.0,0.764,0.236,51,"RT @BBCSpringwatch: Today marks the start of #NationalNestBoxWeek. Please pop a nest box up for your local 'love birds' 💕🐦
Soon you could h…"
0.0,Wed Feb 14 08:48:48 +0000 2018,@BBC,0.0,1.0,0.0,52,RT @BBCTwo: Who's counting down the days until the return of Alan Partridge? 🙌 🧀 https://t.co/b5eRlyPlBR
0.0,Wed Feb 14 08:48:17 +0000 2018,@BBC,0.0,1.0,0.0,53,RT @bbcpress: 🌍 @BBC announces three-step plan to remove single-use plastic from our operations by 2020: https://t.co/TJnvz6Y4ol https://t.…
0.7906,Wed Feb 14 08:40:02 +0000 2018,@BBC,0.0,0.696,0.304,54,"👶👵🏻❤️ These children are bringing joy, company and lots of nursery rhymes to their local care home. https://t.co/vvyhiEMFGO"
0.8225,Wed Feb 14 08:23:10 +0000 2018,@BBC,0.0,0.591,0.409,55,"🍃🙌 The winning photos from the 2018 @IGPOTY are just glorious. 
👉 https://t.co/91B3RTPrNi https://t.co/FvNrC4gRma"
0.8122,Wed Feb 14 08:00:05 +0000 2018,@BBC,0.0,0.289,0.711,56,😘💕 Happy #ValentinesDay lovers! https://t.co/W1XeQNmcVw
0.4588,Tue Feb 13 19:00:08 +0000 2018,@BBC,0.0,0.7,0.3,57,🎧 🎶 Welcome to the world's first zero-gravity rave. https://t.co/3SJTFo1CDX
0.6369,Tue Feb 13 18:30:14 +0000 2018,@BBC,0.0,0.756,0.244,58,"📸 A selection of the best news photographs taken around the world this week.
👉 https://t.co/Lk2mRaN1U9 https://t.co/zN4tYkoFe4"
0.2023,Tue Feb 13 18:00:09 +0000 2018,@BBC,0.0,0.859,0.141,59,"'Why I tell my parents that everything's fine, when it's not.'
👉 https://t.co/mNAtiLM1U5 https://t.co/p9e3cWdpqJ"
0.7096,Tue Feb 13 17:42:08 +0000 2018,@BBC,0.0,0.781,0.219,60,RT @bbc5live: This heart-warming photo taken by Jo-Anne McArthur showing a hug between gorilla Pikin and the man who saved her life has bee…
0.0,Tue Feb 13 17:30:09 +0000 2018,@BBC,0.0,1.0,0.0,61,Would you? 🤤 https://t.co/zq0mkxOEw3
0.3382,Tue Feb 13 17:04:48 +0000 2018,@BBC,0.0,0.877,0.123,62,"RT @BBCSportWales: 'Nige-ercize' - @Nigelrefowens' latest venture! 😂 

This is ""Nige"" - Chapter 5: Fitness.

Watch the full story on @BBCiP…"
0.0,Tue Feb 13 17:00:35 +0000 2018,@BBC,0.0,1.0,0.0,63,"Sports stars are often compared to rock stars, but their attempts to make it as actual musicians don't always make… https://t.co/oQ1lQ2Q8J2"
0.0,Tue Feb 13 16:33:31 +0000 2018,@BBC,0.0,1.0,0.0,64,"RT @BBC6Music: If you could tell the world about one artist, who would it be?

We asked @st_vincent, @arcadefire, @IggyPop, David Byrne (@D…"
0.0,Tue Feb 13 16:33:17 +0000 2018,@BBC,0.0,1.0,0.0,65,"🚦❤️️🚦 The little green and red traffic light men in southern Taiwan have got themselves girlfriends, just in time f… https://t.co/yq3x28MvJj"
0.0772,Tue Feb 13 14:30:14 +0000 2018,@BBC,0.0,0.925,0.075,66,"Athletes competing at #PyeongChang2018 have been handed 110,000 condoms (roughly 38 each) - a record number for the… https://t.co/KpiuQLyutc"
0.0,Tue Feb 13 14:03:05 +0000 2018,@BBC,0.127,0.746,0.127,67,"🎶💋 The sexy and scandalous Carmen simply refuses to remain in the opera world.

From @Beyonce to Bizet, here are fi… https://t.co/14fgMbZHzM"
-0.1531,Tue Feb 13 13:30:09 +0000 2018,@BBC,0.096,0.904,0.0,68,"🙅🥛🥞Dairy and gluten-free recipes for your Shrove Tuesday... because nobody should miss out pancakes.
👉… https://t.co/qGPZGs62Q7"
-0.3578,Tue Feb 13 13:02:27 +0000 2018,@BBC,0.151,0.849,0.0,69,"RT @BBCWales: Forget #PancakeDay, it's #CrempogDay! 

🍋 What's a crempog? - The pancake's tastier Welsh cousin!

💛 #ShroveTuesday

https://…"
-0.5574,Tue Feb 13 13:02:01 +0000 2018,@BBC,0.265,0.735,0.0,70,"Graham Norton and Rob Beckett go way, way back.  
#TheGNShow https://t.co/bWWZZkAiuK"
0.6369,Tue Feb 13 12:35:34 +0000 2018,@BBC,0.0,0.625,0.375,71,"RT @bbcthree: ""I bet you love a vajazzle."" https://t.co/WKTPWFb0vT"
0.5719,Tue Feb 13 12:30:38 +0000 2018,@BBC,0.0,0.844,0.156,72,"RT @BBCSpringwatch: Happy #PancakeDay 🥞 This rare phenomenon known as 'ice pancakes' was captured on the River Irthing in Cumbria, by Joan…"
0.5106,Tue Feb 13 12:30:06 +0000 2018,@BBC,0.0,0.732,0.268,73,🤖 This robot could soon revolutionise search and rescue efforts.  https://t.co/ldgnpUtw9e
0.3595,Tue Feb 13 12:28:41 +0000 2018,@BBC,0.0,0.865,0.135,74,"RT @mixital: 💥New #DoctorWho writing challenge💥
Write a story featuring Gallifrey!

Share it with us here: https://t.co/zW42ZnvJnc
#gallifr…"
-0.1531,Tue Feb 13 12:07:30 +0000 2018,@BBC,0.155,0.754,0.091,75,"RT @BBCSport: ⏰ Cancel all meetings, postpone that lunch with your mates, make sure your phone has charge and turn on @BBCOne.

@Elise_Chri…"
0.0,Tue Feb 13 12:02:42 +0000 2018,@BBC,0.0,1.0,0.0,76,😍 Unseen footage of Princess Margaret has been discovered in a Bristol attic. https://t.co/OaWNMyk9a5
0.784,Tue Feb 13 11:57:47 +0000 2018,@BBC,0.0,0.67,0.33,77,RT @BBCiPlayer: It's #PancakeDay! This delicious Mary Berry design is nearly too good to eat. 🥞 https://t.co/z0H4vihCrR
0.8268,Tue Feb 13 11:48:51 +0000 2018,@BBC,0.0,0.609,0.391,78,RT @BBCTwo: Happy Pancake Day! Here's how to execute the perfect flip. 😋 #PancakeDay2018 https://t.co/umG0Vrt0Rd
0.2732,Tue Feb 13 11:44:43 +0000 2018,@BBC,0.076,0.802,0.122,79,"RT @BBCR1: Does finding fame online as a couple inevitably tear you apart? 💻📹💔😢

@BBCNewsbeat investigate the highs and lows of #relationsh…"
0.5106,Tue Feb 13 11:37:03 +0000 2018,@BBC,0.099,0.681,0.22,80,"💖 💁 Forget Valentine's Day, here's why #GalentinesDay is 'the best day of the year'. 
👉 https://t.co/dXjfHt8rSe https://t.co/XwJbPJm4Hz"
0.872,Tue Feb 13 10:30:28 +0000 2018,@BBC,0.0,0.657,0.343,81,RT @TWBBC: Boost your happiness levels by taking part in the Secrets Of Happiness #citizenscience test from @TWBBC and @LivUni. Simply fill…
0.6124,Tue Feb 13 09:30:07 +0000 2018,@BBC,0.0,0.706,0.294,82,"⛷ The Swiss Freestyle Skiing team have been having fun at the #WinterOlympics. 
#PyeongChang2018 https://t.co/pfY3LwiYLy"
0.8122,Tue Feb 13 09:00:05 +0000 2018,@BBC,0.0,0.654,0.346,83,"🥞🤤 Happy #PancakeDay! 

If you need some pancake inspiration, @BBCFood has stacks of recipes. 
👉… https://t.co/Xid1wl8srF"
0.8402,Tue Feb 13 08:49:12 +0000 2018,@BBC,0.0,0.667,0.333,84,"RT @bbcgetinspired: They are dressing to truly impress in Pyeongchang...🔥 

Are you getting inspired by the #WinterOlympics to take up wint…"
0.784,Tue Feb 13 08:48:48 +0000 2018,@BBC,0.0,0.769,0.231,85,"RT @BBCMOTD: The FA Peoples Cup is back! 🏆

It’s fun, it’s free, it’s five-a-side. 

The closing date for the #FAPeopleCup is the 18th of F…"
-0.5423,Tue Feb 13 08:46:26 +0000 2018,@BBC,0.149,0.851,0.0,86,"RT @BBCiPlayer: ⚡️ ""James Bond meets the Godfather"". ⚡️

#McMafia, the latest crime drama box set on BBC iPlayer 
👉🏾   https://t.co/2ZdtbCa…"
-0.34,Tue Feb 13 08:40:01 +0000 2018,@BBC,0.118,0.882,0.0,87,🏃🚒 Nine firefighters who helped tackle the Grenfell Tower fire plan to run the @LondonMarathon in full kit. https://t.co/a6L7mO09BW
0.4767,Tue Feb 13 08:20:05 +0000 2018,@BBC,0.0,0.785,0.215,88,"'As a Facebook moderator, I had to be prepared to see anything.'

One woman shares her experience.
👉… https://t.co/czc39HHQOA"
0.0,Tue Feb 13 08:00:09 +0000 2018,@BBC,0.0,1.0,0.0,89,"Eland - 1
Cheetahs - 0

#AnimalsWithCameras https://t.co/2N0rtBeJ4U"
0.0,Mon Feb 12 21:00:06 +0000 2018,@BBC,0.0,1.0,0.0,90,"😴How do you fall asleep? 

It might happen to us every night - and maybe sometimes more often - but it's still a de… https://t.co/Ps8Zzx8m1A"
0.4019,Mon Feb 12 20:59:43 +0000 2018,@BBC,0.0,0.891,0.109,91,"RT @BBCNewsbeat: Drake £36k, Louis Tomlinson £7k, Chrissy Teigen £4k...when celebs decide to splash the cash and help out fans in need. htt…"
0.0,Mon Feb 12 20:03:04 +0000 2018,@BBC,0.0,1.0,0.0,92,"Carey Mulligan stars as DI Kip Glaspie, a detective investigating the shooting of Abdullah Asif, a pizza delivery d… https://t.co/CZkGSYktsB"
0.0772,Mon Feb 12 19:33:04 +0000 2018,@BBC,0.0,0.925,0.075,93,"Who is the real Julius Caesar? @wmarybeard is on a mission to challenge public perception.

#JuliusCaesarRevealed |… https://t.co/weabRQQRTk"
-0.34,Mon Feb 12 19:00:03 +0000 2018,@BBC,0.375,0.625,0.0,94,😢Seals get stressed too. https://t.co/zEvIyl9F32
0.0,Mon Feb 12 18:00:11 +0000 2018,@BBC,0.0,1.0,0.0,95,"🥘 #Vegan food is about so much more than lettuce leaves. 
Have a go at these 12 tasty recipes.
👉… https://t.co/FXzxjh3POi"
-0.5994,Mon Feb 12 17:31:04 +0000 2018,@BBC,0.358,0.642,0.0,96,Meet the UK's youngest female war artist. https://t.co/tsv7vVwaOB
-0.1531,Mon Feb 12 17:00:09 +0000 2018,@BBC,0.151,0.849,0.0,97,"😂 Awkward teen photos ... we've all got 'em. 

#TheGNShow https://t.co/Xy9ucSo31i"
0.3818,Mon Feb 12 16:56:52 +0000 2018,@BBC,0.065,0.794,0.14,98,"RT @BBCBreakfast: Can you take on our BAFTA quiz?
@BBCNaga challenged this year's BAFTA film awards host, @JoannaLumley https://t.co/QBKwS8…"
0.1027,Mon Feb 12 16:52:39 +0000 2018,@BBC,0.0,0.938,0.062,99,"RT @BBCTwo: Tonight at 9pm, Carey Mulligan leads an all-star cast in @BBCTwo's brand new thriller, #Collateral.

Here's a sneak peek at DI…"
0.5106,Mon Feb 12 15:47:05 +0000 2018,@BBC,0.0,0.823,0.177,100,"RT @bbcstories: Remember Peggy, the 96-year-old who's been helping the homeless for more than 80 years?

Well now she's finally been awarde…"
0.8619,Wed Feb 14 19:23:27 +0000 2018,@CBS,0.0,0.534,0.466,101,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC
0.0,Tue Feb 13 20:03:56 +0000 2018,@CBS,0.0,1.0,0.0,102,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…"
0.7506,Tue Feb 13 18:54:52 +0000 2018,@CBS,0.0,0.748,0.252,103,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…"
0.0,Mon Feb 12 18:49:45 +0000 2018,@CBS,0.0,1.0,0.0,104,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…
0.0,Mon Feb 12 01:32:33 +0000 2018,@CBS,0.0,1.0,0.0,105,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…
0.8478,Fri Feb 09 00:50:01 +0000 2018,@CBS,0.0,0.696,0.304,106,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…
-0.5859,Thu Feb 08 16:09:35 +0000 2018,@CBS,0.186,0.814,0.0,107,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…
0.0516,Wed Feb 07 18:35:19 +0000 2018,@CBS,0.0,0.934,0.066,108,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…"
0.5574,Wed Feb 07 16:17:48 +0000 2018,@CBS,0.152,0.536,0.312,109,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z"
0.0,Tue Feb 06 22:21:39 +0000 2018,@CBS,0.0,1.0,0.0,110,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…"
0.0772,Tue Feb 06 17:05:49 +0000 2018,@CBS,0.106,0.773,0.121,111,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…"
0.0,Sun Feb 04 15:35:36 +0000 2018,@CBS,0.0,1.0,0.0,112,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…"
0.1531,Sun Feb 04 12:00:01 +0000 2018,@CBS,0.0,0.882,0.118,113,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0"
0.0,Sat Feb 03 23:11:43 +0000 2018,@CBS,0.0,1.0,0.0,114,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP
0.8268,Sat Feb 03 12:00:07 +0000 2018,@CBS,0.0,0.662,0.338,115,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT"
-0.0772,Fri Feb 02 22:36:13 +0000 2018,@CBS,0.075,0.925,0.0,116,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…
0.4019,Fri Feb 02 20:07:40 +0000 2018,@CBS,0.0,0.856,0.144,117,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp"
0.4003,Fri Feb 02 19:03:33 +0000 2018,@CBS,0.0,0.876,0.124,118,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…
0.6114,Fri Feb 02 17:23:18 +0000 2018,@CBS,0.0,0.834,0.166,119,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg
0.0,Thu Feb 01 22:04:41 +0000 2018,@CBS,0.0,1.0,0.0,120,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02
0.8619,Wed Feb 14 19:23:27 +0000 2018,@CBS,0.0,0.534,0.466,121,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC
0.0,Tue Feb 13 20:03:56 +0000 2018,@CBS,0.0,1.0,0.0,122,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…"
0.7506,Tue Feb 13 18:54:52 +0000 2018,@CBS,0.0,0.748,0.252,123,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…"
0.0,Mon Feb 12 18:49:45 +0000 2018,@CBS,0.0,1.0,0.0,124,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…
0.0,Mon Feb 12 01:32:33 +0000 2018,@CBS,0.0,1.0,0.0,125,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…
0.8478,Fri Feb 09 00:50:01 +0000 2018,@CBS,0.0,0.696,0.304,126,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…
-0.5859,Thu Feb 08 16:09:35 +0000 2018,@CBS,0.186,0.814,0.0,127,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…
0.0516,Wed Feb 07 18:35:19 +0000 2018,@CBS,0.0,0.934,0.066,128,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…"
0.5574,Wed Feb 07 16:17:48 +0000 2018,@CBS,0.152,0.536,0.312,129,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z"
